05/12/2021			128.1.248.42
05/12/2021			128.14.209.162
05/12/2021			161.35.188.242
05/12/2021			161.35.86.181
05/12/2021			161.97.76.130
05/12/2021			162.142.125.194
05/12/2021			162.142.125.43
05/12/2021			162.142.125.60
05/12/2021			167.248.133.114
05/12/2021			167.248.133.41
05/12/2021			167.248.133.43
05/12/2021			167.248.133.57
05/12/2021			167.94.138.116
05/12/2021			185.67.34.1
05/12/2021			185.83.147.245
05/12/2021			209.141.51.222
05/12/2021			35.195.93.98
05/12/2021			35.233.62.116
05/12/2021			45.146.164.110
05/12/2021			45.155.205.233
05/12/2021			49.234.47.214
05/12/2021			54.147.161.125
05/12/2021			66.240.236.109
05/12/2021			69.197.185.45
05/12/2021			92.154.95.236
06/12/2021			47.243.233.244
06/12/2021			3.145.78.199
07/12/2021			183.47.40.146
07/12/2021			193.118.53.194
09/12/2021			167.248.133.58
09/12/2021			23.251.102.74
09/12/2021			47.242.120.139
09/12/2021			167.94.138.113
10/12/2021			162.142.125.57
11/12/2021			54.161.52.149
12/12/2021			186.201.180.131
12/12/2021			211.218.126.140
12/12/2021			167.94.138.42
12/12/2021			195.54.160.149
12/12/2021			162.142.125.60
13/12/2021			41.203.140.114
13/12/2021			35.195.93.98
13/12/2021			167.248.133.113
13/12/2021			172.105.13.165
13/12/2021			47.242.78.107
13/12/2021			162.142.125.57
13/12/2021			162.142.125.60
13/12/2021			167.248.133.113
13/12/2021			167.248.133.58
13/12/2021			167.94.138.113
13/12/2021			167.94.138.42
13/12/2021			172.105.13.165
13/12/2021			183.47.40.146
13/12/2021			186.201.180.131
13/12/2021			193.118.53.194
13/12/2021			195.54.160.149
13/12/2021			211.218.126.140
13/12/2021			23.251.102.74
13/12/2021			35.195.93.98
13/12/2021			41.203.140.114
13/12/2021			47.242.120.139
13/12/2021			47.242.78.107
13/12/2021			54.161.52.149
13/12/2021			45.146.164.160
14/12/2021			162.142.125.44
14/12/2021			50.31.21.10
15/12/2021			167.248.133.116
16/12/2021			101.33.228.224
17/12/2021			167.94.138.60
