01/01/2022			167.94.138.116
01/01/2022			163.172.54.124
01/01/2022			185.180.143.138
01/01/2022			178.79.148.229
03/01/2022			192.46.222.41
03/01/2022			47.242.195.12
03/01/2022			45.146.165.37
04/01/2022			54.237.250.240
04/01/2022			111.28.189.51
05/01/2022			54.221.106.201
05/01/2022			111.28.189.51
05/01/2022			163.172.54.124
05/01/2022			167.94.138.116
05/01/2022			170.187.155.78
05/01/2022			172.105.87.91
05/01/2022			178.79.148.229
05/01/2022			185.180.143.138
05/01/2022			192.46.222.41
05/01/2022			45.146.165.37
05/01/2022			47.242.195.12
05/01/2022			54.221.106.201
05/01/2022			54.237.250.240
05/01/2022			86.109.208.194
06/01/2022			8.218.4.183
07/01/2022			58.213.45.194
07/01/2022			185.83.147.245
08/01/2022			104.237.6.128
08/01/2022			52.186.46.222
11/01/2022			45.146.165.37
13/01/2022			104.237.6.128
13/01/2022			185.83.147.245
13/01/2022			45.146.165.37
13/01/2022			52.186.46.222
13/01/2022			58.213.45.194
15/01/2022			185.83.144.103
16/01/2022			8.210.70.27
16/01/2022			50.31.21.11
16/01/2022			174.129.81.100
17/01/2022			54.37.254.80
18/01/2022			45.146.165.37
19/01/2022			161.35.188.242
19/01/2022			109.74.204.123
20/01/2022			47.242.77.72
20/01/2022			47.243.233.244
